Title,Animation,Description,External ID,Locale,Media,Module,Video
Exercício 5.25 – Escola Tradicional – Lançamento com raquete,,Escola Tradicional – Lançamento com raquete,exercise-5.25,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-5.25/diagram.svg,Mesociclo 5 (https://app.notion.com/p/Mesociclo-5-39b6b2772ee481b7a004d0852b4fe32b?pvs=21),
Exercise 5.26 – Traditional School – Feed with racket,,Traditional School – Feed with racket,exercise-5.26,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-5.26/diagram.svg,Module 5 (https://app.notion.com/p/Module-5-39b6b2772ee48158add0ff184c0ca0f3?pvs=21),
Exercício 5.26 – Escola Tradicional – Lançamento com raquete,,Escola Tradicional – Lançamento com raquete,exercise-5.26,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-5.26/diagram.svg,Mesociclo 5 (https://app.notion.com/p/Mesociclo-5-39b6b2772ee481b7a004d0852b4fe32b?pvs=21),
Exercise 5.27 – Traditional School – Feed with racket,,Traditional School – Feed with racket,exercise-5.27,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-5.27/diagram.svg,Module 5 (https://app.notion.com/p/Module-5-39b6b2772ee48158add0ff184c0ca0f3?pvs=21),
Exercício 5.27 – Escola Tradicional – Lançamento com raquete,,Escola Tradicional – Lançamento com raquete,exercise-5.27,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-5.27/diagram.svg,Mesociclo 5 (https://app.notion.com/p/Mesociclo-5-39b6b2772ee481b7a004d0852b4fe32b?pvs=21),
"Exercise 6.0 – ",,,exercise-6.0,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-6.0/diagram.svg,Module 6 (https://app.notion.com/p/Module-6-39b6b2772ee481fca94bc2eb45af25ba?pvs=21),
Exercício 6.0 – Escola Tradicional – Exercícios com lançamento com raquete,,Escola Tradicional – Exercícios com lançamento com raquete,exercise-6.0,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-6.0/diagram.svg,Mesociclo 6 (https://app.notion.com/p/Mesociclo-6-39b6b2772ee48109a3a4feab4fa41e00?pvs=21),
"Exercise 6.1 – ",,,exercise-6.1,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-6.1/diagram.svg,Module 6 (https://app.notion.com/p/Module-6-39b6b2772ee481fca94bc2eb45af25ba?pvs=21),
Exercício 6.1 – Escola Tradicional – Exercícios com lançamento com raquete,,Escola Tradicional – Exercícios com lançamento com raquete,exercise-6.1,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-6.1/diagram.svg,Mesociclo 6 (https://app.notion.com/p/Mesociclo-6-39b6b2772ee48109a3a4feab4fa41e00?pvs=21),
"Exercise 6.2 – ",,,exercise-6.2,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-6.2/diagram.svg,Module 6 (https://app.notion.com/p/Module-6-39b6b2772ee481fca94bc2eb45af25ba?pvs=21),
Exercício 6.2 – Escola Tradicional – Exercícios de lançamento com raquete,,Escola Tradicional – Exercícios de lançamento com raquete,exercise-6.2,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-6.2/diagram.svg,Mesociclo 6 (https://app.notion.com/p/Mesociclo-6-39b6b2772ee48109a3a4feab4fa41e00?pvs=21),
"Exercise 6.3 – ",,,exercise-6.3,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-6.3/diagram.svg,Module 6 (https://app.notion.com/p/Module-6-39b6b2772ee481fca94bc2eb45af25ba?pvs=21),
Exercício 6.3 – Escola Tradicional – Exercícios de lançamento com raquete,,Escola Tradicional – Exercícios de lançamento com raquete,exercise-6.3,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-6.3/diagram.svg,Mesociclo 6 (https://app.notion.com/p/Mesociclo-6-39b6b2772ee48109a3a4feab4fa41e00?pvs=21),
"Exercise 6.4 – ",,,exercise-6.4,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-6.4/diagram.svg,Module 6 (https://app.notion.com/p/Module-6-39b6b2772ee481fca94bc2eb45af25ba?pvs=21),
Exercício 6.4 – Escola Tradicional – Exercícios de lançamento com raquete,,Escola Tradicional – Exercícios de lançamento com raquete,exercise-6.4,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-6.4/diagram.svg,Mesociclo 6 (https://app.notion.com/p/Mesociclo-6-39b6b2772ee48109a3a4feab4fa41e00?pvs=21),
"Exercise 6.5 – ",,,exercise-6.5,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-6.5/diagram.svg,Module 6 (https://app.notion.com/p/Module-6-39b6b2772ee481fca94bc2eb45af25ba?pvs=21),
Exercício 6.5 – Escola Tradicional – Exercícios de lançamento com raquete,,Escola Tradicional – Exercícios de lançamento com raquete,exercise-6.5,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-6.5/diagram.svg,Mesociclo 6 (https://app.notion.com/p/Mesociclo-6-39b6b2772ee48109a3a4feab4fa41e00?pvs=21),
"Exercise 6.6 – ",,,exercise-6.6,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-6.6/diagram.svg,Module 6 (https://app.notion.com/p/Module-6-39b6b2772ee481fca94bc2eb45af25ba?pvs=21),
Exercício 6.6 – Escola Tradicional – Exercícios de lançamento com raquete,,Escola Tradicional – Exercícios de lançamento com raquete,exercise-6.6,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-6.6/diagram.svg,Mesociclo 6 (https://app.notion.com/p/Mesociclo-6-39b6b2772ee48109a3a4feab4fa41e00?pvs=21),
"Exercise 6.7 – ",,,exercise-6.7,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-6.7/diagram.svg,Module 6 (https://app.notion.com/p/Module-6-39b6b2772ee481fca94bc2eb45af25ba?pvs=21),
Exercício 6.7 – Escola Tradicional – Exercícios de lançamento com raquete,,Escola Tradicional – Exercícios de lançamento com raquete,exercise-6.7,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-6.7/diagram.svg,Mesociclo 6 (https://app.notion.com/p/Mesociclo-6-39b6b2772ee48109a3a4feab4fa41e00?pvs=21),
